date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
10/20/1998 17:30,spokane,wa,us,sphere,3,2-3 sec,An object about the size of a large grapefruit&#44spherical&#44dull silver&#44no lights or appendages&#44came into view from the west at roughly a,7/5/1999,47.6588889,-117.425
10/20/1998 18:00,moorpark,ca,us,oval,600,10min.,Oval shaped metallic rotating object with blinking lights. At first sighting it was rotating above a house then zoomed in closer to me.,11/1/1998,34.2855556,-118.8811111
10/20/1998 20:30,avon,nc,us,chevron,180,3 min,THIS OBJECT DIDNT HAVE ANY SOUND.,10/31/2008,35.3519444,-75.5108333
10/20/1998 22:00,huntsville,al,us,triangle,600,10 min,Unknown Triangular craft near Huntsville,8/5/2001,34.7302778,-86.5861111
10/20/1999 01:30,seattle,wa,us,sphere,300,3 to 5 minutes,11/20/99 1:30am purple glowing sphere moves in a straight line across a clear starry quarter moon night.,3/16/2001,47.6063889,-122.3308333
10/20/1999 02:00,white river national forest,ar,NA,light,3600,1 hour,I am a retired Dept of Defense employee which required that I retained a secret or top secret clearance for over 30 years. I retired in,5/13/2012,36.613415,-93.463112
10/20/1999 07:25,boise,id,us,light,180,3 minutes est,Bright gold color light that flew west to east.,11/2/1999,43.6136111,-116.2025
10/20/1999 08:15,stevensville,mt,us,other,60,one minute,looked to east saw sparkling dot with white plume coming out of top.to left of object saw fast moving aircraft leaving vapor trails. As,11/2/1999,46.51,-114.0922222
10/20/1999 08:15,stevensville,mt,us,other,90,1.5 min,Saw sparkler type light with white plume out of top in Eastern sky about 60 degrees above horizon.,11/2/1999,46.51,-114.0922222
10/20/1999 19:00,temple,tx,us,cylinder,600,10 minutes,Just after sunset saw bright glowing object in western sky at 30 deg. above horizon.  Smaller bright lights appeared and disappeared ne,11/2/1999,31.0980556,-97.3425
10/20/1999 22:20,spanaway,wa,us,unknown,10,10sec,driving north on hwy 7 approximately 22:30hrs on oct 20&#44 1999&#44 out of the corner i saw a streak of light&#44 traveling from the nw to the,11/2/1999,47.1041667,-122.4333333
10/20/1999 22:25,shoreline,wa,us,fireball,2.5,2.5 seconds,A bright&#44 orange and yellowish light that shot from East to West across the sky keeping the same heighth and precision.  Very close to,11/2/1999,47.7558333,-122.3402778
10/20/1999 22:30,amity,or,us,circle,5,5 seconds,Appear to be an orange fireball moving west and quite low in the sky. Could not est. size.,11/2/1999,45.1158333,-123.2061111
10/20/1999 22:30,milwaukee,wi,us,sphere,8,6-8 seconds,Bluish Orb Seen Above Milwaukee&#44 WI on Wednesday 10/20/99,11/2/1999,43.0388889,-87.9063889
10/20/1999 22:30,montesano,wa,us,fireball,10,5 - 10 sec,streaking fireball appeared and then disappeared and then reppeared. low angle of trajectory and very bright.,11/2/1999,46.9813889,-123.6013889
10/20/1999 22:30,tumwater,wa,us,fireball,4,4 sec.,Green fireball going east to west across the sky.,11/2/1999,47.0075,-122.9080556
10/20/1999 22:33,portland (40 mi. west of),or,us,circle,3,3 sec.,Driving north I saw an object the size of a 3/4 full moon with a tail traveling east to west&#44 45 degrees up in the sky&#44 and approx. 1/2,11/2/1999,45.5236111,-122.675
10/20/1999 22:35,kingston,wa,us,light,3,3 seconds,One object consisting of 1 large and 2 small bright white lights flew over road at very low altitude.,11/2/1999,47.7988889,-122.4969444
10/20/1999 23:00,lewistown,il,us,other,40,30-40 seconds,saw 4 or 5 little lights in the north sky. they reappeared and disappeared and they went along in a line&#44 and one light got bigger&#44 and,2/16/2000,40.3930556,-90.1547222
10/21/1966 02:00,goose air base (labrador) (canada),NA,NA,sphere,240,4 minutes,Light followed a landing aircraft at Goose AB&#44 Labrador 1966,4/3/2011,32.346612,-86.167221
10/21/1966 22:15,santa fe,nm,us,disk,300,-5 minutes,My sighting in Santa Fe&#44New Mexico,10/30/2006,35.6869444,-105.9372222
10/21/1973 14:30,federalsburg,md,us,disk,300,5 mins.,Saucer spotted in Federalsburg MD,6/10/2010,38.6941667,-75.7725
10/21/1973 17:30,baltimore,md,us,disk,900,15 minutes,Oct 1973 Baltimore&#44 Md  Discw/dome/portholewindows/interiorLight.  Noiseless&#44 hovering&#44 close by&#44 huge,8/28/2002,39.2902778,-76.6125
10/21/1973 18:30,baltimore,md,us,disk,480,8 minutes,&quot;Jupiter Two&quot;-like spacecraft&#44 flew noiselessly&#44 slowly just over the field in our backyard.,4/27/2007,39.2902778,-76.6125
10/21/1975 23:20,indian rocks beach,fl,us,light,10,10 seconds,Shooting star stops&#44 reverced direction&#44 loops back and then shoots off into night.,10/31/2008,27.875,-82.8513889
10/21/1976 21:00,st. george (ut) to las vegas (nv),ut,us,light,1800,30 minutes,A Bright red light in the southwestern sky approx. 45 degrees above the horizon.,2/16/1999,37.1041667,-113.5833333
10/21/1982 23:30,orem,ut,us,triangle,120,2 minutes,while noticing the stars over my head disappear in the shape of a triangle three lights became visable and a center docking entrance&#44as,10/10/2011,40.2969444,-111.6938889
10/21/1987 21:30,swansea (uk/england),NA,gb,triangle,1800,30 minutes,Triangular lights seen over Swansea and Port Talbot,5/15/2006,51.633333,-3.966667
10/21/1987 21:30,swansea (uk/england),NA,gb,triangle,600,10 minutes,many witness slow moving huge triangular craft,12/16/2005,51.633333,-3.966667
10/21/1988 21:00,holmes/pawling,ny,NA,formation,1200,20 min aprox,Flyimg V seen over whaley lake/pawling.no ultra lites this time,5/28/2005,41.523427,-73.646795
10/21/1995 20:30,franklinton,nc,us,circle,10,10 seconds,I saw a four foot wide&#44 moving&#44 circular patch of road which was devoid of rain in a driving storm.,2/16/2000,36.1016667,-78.4583333
10/21/1995 22:00,rochester,ny,us,disk,600,10 minutes,UFO followed me,12/3/2004,43.1547222,-77.6158333
10/21/1995 22:20,utica,ny,us,disk,2100,35 minutes,My private plane was followed by a ufo for over 50 miles.,8/5/2001,43.1008333,-75.2330556
10/21/1997 18:45,norristown,pa,us,circle,1200,20 minutes,I viewed three UFO&#39s in the sky&#44 moving at high speeds and amazing shapes in the sky not possible by human planes.,12/19/2003,40.1213889,-75.3402778
10/21/1997 22:00,bluff,ut,us,light,60,1 minute,following a green fireball&#44 a red light appeared on Comb Ridge.,2/18/2001,37.2844444,-109.5511111
10/21/1998 01:30,campbell,ca,us,other,600,10minutes,American stealth and flying sub dissapear into a portal above a house in Campbell ca 95008,1/11/2002,37.2872222,-121.9488889
10/21/1998 22:42,columbia,tn,us,formation,6,6s,U-shaped formation of orange gold lights travelling south at high speed.,11/1/1998,35.615,-87.0352778
10/21/1999 03:45,lakeville (south of twin cities about 15 miles),mn,us,light,73800,2 1/2 hrs,Light with green flashing light on bottom&#44 east of me about 10 o&#39clock position over next county&#44 noticed while trying to view northern,11/2/1999,44.6497222,-93.2425
10/21/1999 11:55,kansas city,mo,us,cylinder,1200,20 minutes,I and four other people watched a very large cylinder slowly move across the noon sky and enter a long&#44 narrow cloud through one end&#44 n,11/9/1999,39.0997222,-94.5783333
10/21/1999 13:00,tehachapi,ca,us,chevron,900,15 minutes,observed a white object against a blue sky which did not move or behave like an airplane,11/2/1999,35.1322222,-118.4480556
10/21/1999 20:00,lancaster,pa,us,light,900,15 minutes,I saw a bright light following me in the sky as I walked my dog.,11/2/1999,40.0377778,-76.3058333
10/21/1999 21:00,maryville/sevierville,tn,NA,cylinder,60,1 min,I heard area coyotes and dogs howling very loudly and when I went out side I saw a cylindar shaped object with lights in a repeated cir,11/2/1999,35.789782,-83.868929
10/21/1999 22:35,auburn,wa,us,light,2,2 seconds,I was sitting in the family room of my home with windows facing North toward backyard when my attention was suddenly drawn to a very br,11/2/1999,47.3075,-122.2272222
10/21/1999 23:40,tigard (12 mi so of portland&#44 exit 290 i 5),or,us,light,7200,2hrs on,Object moved north to south approx 40 deg.in 15 sec. and stopped.  Remained in that position till 0130am 11/22/99. at that time i went,11/2/1999,45.4313889,-122.7702778
10/2/1965 22:00,pittsburgh,pa,us,disk,300,5 minutes,Like something I had never seen at the time or have ever seen again&#33,10/20/2005,40.4405556,-79.9961111
10/2/1976 01:00,charleston afs,me,NA,unknown,1200,20 min,On this date I was stationed at Charleston AFS&#44 ME and worked in the reciever section of the AN/FPS-27A Search radar located at the sit,4/16/2005,32.776475,-79.931051
10/2/1980 21:30,irvine,ca,us,sphere,900,15 minutes,Dot of light making imposable turn,7/4/2012,33.6694444,-117.8222222
10/2/1988 22:30,fishkill,ny,us,formation,600,10 minutes,Lights over Fishkill N.Y.,10/12/2001,41.5355556,-73.8994444
10/2/1992 17:00,mexi-cali,ca,NA,sphere,2700,45 mins,now i know they are real and that they are interested in us no one will ever be able to tell me otherwise,10/27/2004,32.624539,-115.452262
10/2/1994 20:30,new delhi (india),NA,NA,other,60,1 minute,Hexagonal UFO in Delhi sky,10/11/2005,28.635308,77.22496
10/3/1994 00:00,bingen,wa,us,fireball,900,15minutes to an hour,I was car camping with some friends at Bingen Marina. I was awakened by what I thought was a car pulling into the parking lot.  (no car,4/2/1999,45.715,-121.4633333
10/2/1995 00:20,santa rosa,ca,us,NA,25,25 sec.,Woman goes out to smoke&#44 witnesses overhead &quot;something flapping its wings&#44 like a pteradactyl.&quot;  Obj. flew NW. Had blue lights.,11/2/1999,38.4405556,-122.7133333
10/2/1995 10:15,n. providence,ri,NA,NA,180,3 min.,Man witnesses &quot;small white dot&#44 that came out of clouds.&quot; Was slow-moving&#44 white&#44 w/ &quot;red on tail.&quot;,11/2/1999,41.853552,-71.467664
10/2/1995 19:50,farmington,mn,us,NA,5,5 sec.,Man witnesses very small&#44 VERY bright light descending rapidly in NE sky.  Approx. 1/10 diameter of moon.,11/2/1999,44.6402778,-93.1433333
10/2/1997 02:00,ringgold,ga,us,circle,120,2 minutes,My mother and I were driving down Alabama Hwy When a round silver shiny object appeared in My driver side window. It stayed right Besid,8/5/2012,34.9158333,-85.1091667
10/2/1997 14:00,los angeles (malibu beach),ca,us,sphere,3,3 sec,oval&#44 spheric object moving fast and straight,10/28/2002,34.0522222,-118.2427778
10/2/1998 09:20,sedona,az,us,fireball,300,5 minutes,Object like a white fireball&#44 with a short tail&#44 hovering,11/1/1998,34.8697222,-111.7602778
10/2/1998 09:30,el monte,ca,us,circle,600,about 10 min.,I noticed three craft flying in a straght line with a fourth craft flying between the second two&#44 making a right trangle&#44 off to the ri,2/16/1999,34.0686111,-118.0266667
10/2/1998 12:40,decator,tx,NA,triangle,300,approx. 5 minutes,floated silently above our truck,2/16/1999,33.234283,-97.586139
10/2/1998 14:00,wasaga beach (canada),on,ca,cigar,20,10 -20 seconds,Flash in the sky then silver cigar shaped craft appeared.,12/16/2005,44.52,-79.99
10/2/1998 19:55,bettendorf,ia,us,light,60,1 minute,Heavy Blue Light beamed down and chased family in house&#44 simular to 50 foot wide search light.,11/1/1998,41.5244444,-90.5155556
10/2/1999 01:45,alhambra,ca,us,light,3,3 seconds,Luminous green object seen in slow descent before winking out.,10/19/1999,34.0952778,-118.1261111
10/2/1999 01:45,tulsa,ok,us,chevron,5,5 seconds,Looked up the light was just north of my house I realised then that it was a formation of 5 lights but the body of the craft was visibl,10/2/1999,36.1538889,-95.9925
10/2/1999 12:00,lewiston,ny,us,other,15,15 seconds,We were fishing in the lower Niagara River&#44 near the water intakes for the power plant just upstream from the Riverside Inn.,10/19/1999,43.1725,-79.0361111
10/2/1999 19:08,prairie city,or,us,cigar,30,20-30 seconds,Appeared to be jet with short vapor trail then vapor changed to something like a fireman spraying with a fog or fan spray that spread W,10/19/1999,44.4633333,-118.7088889
10/2/1999 19:15,tracy,ca,us,other,20,20 sec,Ablation Cone with trailing smoke contrail Moving South to North.  Extingushed at near overhead.  Cone angle 20 approx. Deg.,10/19/1999,37.7397222,-121.4241667
10/2/1999 20:00,san diego co. (east part),ca,NA,diamond,10800,3 hours,This event has happened on numerous nights over eastern San Diego County. The craft appear to hover in a general area and then leave.,11/20/2002,32.715738,-117.161084
10/2/1999 20:30,newport,or,us,changing,7200,2 hours,Original sighting was that of a Pyramid of lights&#44 however&#44 the shape of those lights changed in what I believe to be the rotating of a,10/19/1999,44.6369444,-124.0522222
10/2/1999 22:00,vicksburg,ms,us,circle,120,2 minutees,large object seemed to be hovering over the trees.,10/19/1999,32.3525,-90.8777778
10/2/1999 22:45,kalispell,mt,us,chevron,5,5 seconds,Group of 5 (perhaps 7) faint&#44 diffuse&#44 eliptical white lights&#44 traveling quite quickly north to south.  Relatively low altitude; discer,10/19/1999,48.1958333,-114.3119444
10/22/1968 20:00,lakeland,fl,us,disk,900,15 minutes,We saw a flying Saucer over Lakeland Florida&#44 and also it was reported the next day in the Lakeland Ledger newspaper,1/5/2011,28.0391667,-81.95
10/22/1974 20:00,oneonta,al,us,circle,10,10 sec,Big&#44  round &#44 with lights&#44  but no sound&#44  moving slow&#44,10/30/2006,33.948055600000004,-86.4727778
10/22/1985 20:00,new york city,ny,us,sphere,120,2min,I was very young at the time but i remember the account clearly&#44 so dose my brother. It happend one night that my parents had a getogth,7/16/2003,40.7141667,-74.0063889
10/22/1986 22:00,selma,nc,us,light,420,07 minutes,Six aircraft moving at high rates of speed in an acrobatic formation then dissapearing in a star burst,1/28/1999,35.5363889,-78.2847222
10/22/1987 20:00,portsmouth,nh,us,cigar,1200,20 minutes,Large silent black cigar shaped craft sighted over Pease AFB,5/2/2014,43.0716667,-70.7630556
10/22/1988 20:30,new york city (queens),ny,us,sphere,60,1 minute,Sphere coming out from the Moon,10/31/2003,40.7141667,-74.0063889
10/22/1988 22:33,interstate 10,la,NA,oval,360,6 minutes,At night I saw a large pulsating light at low altitiude&#44 at first stationary&#44 and then flying away at enormous speed.,5/11/2005,34.037243,-118.309087
10/22/1988 23:16,green river,ut,us,cone,660,11 minutes,Top shaped object /light sitting in the night sky right in front of me,2/14/2008,38.9952778,-110.1611111
10/23/1989 00:00,fayetteville,nc,us,fireball,600,10minutes,these objects were seen the morning of hurricane hugo they were flying in a formation side by side when i first noticed them i thought,7/26/2002,35.0525,-78.8786111
10/22/1992 21:30,oak creek,co,us,unknown,900,15 minutes,At 9:30 in the evening on a clear night&#44we saw five or six objects over the top of the mountain behind our house.The objects zipped,1/17/2004,40.275,-106.9577778
10/22/1994 22:00,berkeley,ca,us,light,120,2 minutes,Points of light in the night sky in Berkeley followed years later by technological assault in San Jose.,8/5/2009,37.8716667,-122.2716667
10/22/1995 02:30,bessemer,al,us,NA,900,15 min.,Man&#44 wife&#44 2 children&#44  driving down long hill&#44 see bizarre cluster of lights&#44 &quot;like Christmas tree in the sky.&quot;  Multiple witnesses.,11/2/1999,33.4016667,-86.9544444
10/22/1995 19:35,auburn,ca,us,NA,6,6 sec.,Young girl w/ friends witness bizarre &quot;triangle w/ 3 red&#44 dim lights&#44&quot; streak across sky.  Strobed bright light.  Scared&#44 nauseous.,11/2/1999,38.8966667,-121.0758333
10/22/1997 15:00,milford,ca,us,disk,5,5 seconds,Silver saucer shaped craft seen clearly over Sierra Nevada mountains for a short time.,11/28/2007,40.1713889,-120.3713889
10/22/1998 02:40,silverlake,wa,NA,light,30,30 seconds,Object shaped like a 1/4 moon moving rapidly south&#44 then turned east for a few seconds then back south.  It had a dull &quot;glow&quot; about it&#44,11/1/1998,46.295656,-122.783297
10/22/1998 03:30,rupert,id,us,sphere,120,2 minutes,I was on my way to milk cows at my dairy&#44 like any morning. A bright purple sphere was to the north of my house when I walkes out the d,12/12/2009,42.6191667,-113.6763889
10/22/1998 18:30,cincy (near&#44 rural ohio),oh,NA,light,900,15 min,A few years back in ohio...,4/28/2001,39.103118,-84.51202
10/22/1998 18:40,kenton/bellcenter,oh,NA,disk,20,20 seconds,10/22/98  bellcenter ohio   disk&#44  20 seconds&#44slow moving&#44west/north/west 4-5 mph degree of flight unknown&#33,2/5/2003,40.211503,-82.902771
10/22/1998 23:40,newtown square,pa,us,oval,180,3 minutes,Shape was rounded but slightly elongated with slight fin-like sides.  Moving very slowly: not stationary like a star but too slowly to,11/1/1998,39.9866667,-75.4013889
10/22/1999 01:30,ripley,tn,us,rectangle,1800,30 min,Saw large rectangular object apparently cloaking itself in Tn. in 1990,6/4/2004,35.7452778,-89.5297222
10/22/1999 06:10,klamath falls,or,us,sphere,3,3 seconds,Object was seen just as it decended over the horizon&#44 behind local 7&#44000 foot mountains&#44 to a heading of approximately 355 degrees&#44 alm,11/2/1999,42.225,-121.7805556
10/22/1999 09:00,hamilton,oh,us,cigar,120,2 minutes,Metallic cylindrical object with rounded ends&#44Daylight sighting,11/2/1999,39.3994444,-84.5613889
10/22/1999 13:30,irvine,ca,us,diamond,300,5 minutes,Large black diamond shaped object hovering and than disapeared to the north,11/2/1999,33.6694444,-117.8222222
10/22/1999 14:10,daytona beach,fl,us,changing,180,2-3min,METICAL OBJECT IN SKY WHICH KEPT CHANGING SHAPES,11/2/1999,29.2105556,-81.0230556
10/22/1999 22:45,sikeston,mo,us,light,6,6 seconds,Fast falling light in the south southeast sky turning from white to green.,11/2/1999,36.8766667,-89.5877778
10/23/1968 15:00,walla walla,wa,us,other,1500,25 min,black objects oveer walla walla,7/16/2006,46.0647222,-118.3419444
10/23/1992 09:00,orange park,fl,us,circle,300,5 minutes,Military hiding UFO at training camp.,5/15/2006,30.1658333,-81.7066667
10/23/1992 18:00,medway,oh,us,disk,600,5-10 minutes,USAFB by Medway&#44 Ohio&#44 noticed a real Spaceship . it was zooming all over the sky.  No plane or helli possible.,2/4/2013,39.8819444,-84.0097222
10/23/1995 21:30,johnson city,tn,us,NA,900,15 min.,Young couple witness 2 &quot;huge&quot; objects pass overhead.  Had no wings&#44 20 lights (est.) per side.  Very visible; &quot;hummed.&quot;  Good rpt.,11/2/1999,36.3133333,-82.3536111
10/23/1997 16:30,billings,mt,us,cylinder,180,16:30-16:33,Dark gray&#44 cylindrical&#44 object about 100m wide and 40m tall.  Hovered in circle&#44 about 20 miles away.,1/28/1999,45.7833333,-108.5
10/23/1997 21:00,orlando,fl,us,other,600,approx. 10 minutes,Rounded rectangle of a cluster of frosted raspberry lights slowly moving north&#44 then&#44 swiftly gone...,4/8/2002,28.5380556,-81.3794444
10/23/1997 22:30,weehawken,nj,us,other,4,4 seconds,Green orb without streaking&#44 incoming over Hudson River between NYC &amp; NJ. A high-speed descent that looked like it was destined to cras,1/28/1999,40.7694444,-74.0208333
10/23/1998 16:30,cave creek ( n. scottsdale border),az,us,light,1200,20 min,At least four bright objects hovered for several minutes&#44 then randomly moved slowly up and down while becoming very intense when desce,2/16/1999,33.8333333,-111.95
10/23/1998 17:00,new berlin,wi,us,disk,420,7 min,Three disc shaped objects with 2 C Shaped formations extending from each side. Objects were hovering motionless &amp; in an instant vanishe,4/2/1999,42.9763889,-88.1083333
10/23/1998 18:00,marysville,wa,us,fireball,1,1 second or less,While driving northwest on Totem Beach Road&#44 north of 64th NW&#44 my housemate saw an electric blue triangular shapes fireball light with,11/19/1998,48.051944399999996,-122.1758333
10/23/1998 18:04,seattle (i-5 at about ne 65th),wa,us,fireball,1,1 second or less,While driving north on I-5 at approximately NE 65th and looking to the northwest towards Greenlake&#44 I saw an electric blue fireball tha,11/19/1998,47.6063889,-122.3308333
10/23/1998 18:30,vancouver,wa,us,other,120,1-2 min.,i was out in the smoking area at the local hospital.  several hospital employees noticed object in the sky.,11/1/1998,45.6388889,-122.6602778
10/23/1998 19:00,humeston,ia,us,circle,90,2/hr,hovering objects sighted in iowa.,11/1/1998,40.8588889,-93.4972222
10/23/1998 21:45,alexandria,la,us,fireball,60,60sec,greenish white fireball ascending across clear night sky fromeast to west following an irregular flight path and chg&#39s in speed.when ob,11/1/1998,31.3111111,-92.445
10/23/1999 00:00,oakville (canada),on,ca,circle,4,4 seconds,12:OO EASTERN TIMME I WAS SITTING IN THE TV ROOM WHEN I SAW TWO NEON GREEN BALLS FOLLOWING AT A RAPID SPEED DIRECTLY DOWNWORD TO THE LA,12/2/2000,43.433333,-79.666667
10/23/1999 06:30,rocklin (outside of sacramento),ca,us,unknown,15,10-15 seconds,Heard loud whishing sound (10-15 sec) It circled the house and left. Was loud enough to wake 3 people up. Daughter went outside to inve,11/2/1999,38.7908333,-121.2347222
10/23/1999 07:15,florien/hornbeck (between&#44 hwy 191),la,NA,teardrop,60,1 minute,Craft appeared polished aluminum color&#44 nose down attitude&#44 flat bottom&#44 slightly domed on top&#44 hovering&#44 no noise heard&#44 no movement s,11/2/1999,31.325737,-93.398504
10/23/1999 18:00,erie,co,us,cylinder,300,5 min,Someone pointed out an object in the western sky facing the Rocky mtns that appeared to be not moving.  Couldn&#39t tell what it was.,11/2/1999,40.0502778,-105.0494444
10/23/1999 21:00,hayward,ca,us,cylinder,30,30 seconds,Rectangular gray object glided silently across the night sky and disappeared behind a cloud,11/2/1999,37.6688889,-122.0797222
10/23/1999 21:30,hayward,ca,us,disk,60,< one minute,Vertical column w/3 lights in linear design moved silently across sky. It disappeared behind thin fog/cloud and never reappeared.,11/2/1999,37.6688889,-122.0797222
10/23/1999 22:30,norwood,pa,us,triangle,900,15min,Three dots forming a triangle&#44 Bright gold and glowing white. Moved up and down and sideways&#44slowly.Stopped and hovered then disappeare,11/2/1999,39.8916667,-75.3
10/24/1973 00:00,jacksonville beach,fl,us,changing,180,2-3 minutes,You may be surprised that I am reporting this after 30 years. I remember the date clearly as I told myself I would never forget. I have,1/31/2004,30.2944444,-81.3933333
10/24/1973 18:45,centerville,oh,us,other,2700,45 min,soft-white glowball,12/3/2004,39.6283333,-84.1594444
10/24/1973 19:30,centerville,oh,us,circle,120,2 minutes,A white circular-shaped glowball at night appeared in front of me at my bedroom window. I felt a butterfly sensation in my chest and th,12/16/1999,39.6283333,-84.1594444
10/24/1975 22:00,baytown,tx,us,light,900,10-15 minutes,THE OBJECT KEPT PACE WITH OUR CAR ALL THE WAY HOME.,4/16/2005,29.7352778,-94.9772222
10/24/1977 19:00,winnipeg (canada),mb,ca,triangle,60,1 minute,Black Triangle hovers over car in city (soundless)&#44 street lights went out&#44 &quot;whoosh&quot; acceleration&#44 then street lights  back on.,11/21/2010,49.883333,-97.166667
10/24/1979 17:00,arcadia,la,us,disk,45,45 seconds,object moved from one point to another so fast that it looked liked there were two of them,9/9/2003,32.5488889,-92.92
10/24/1994 14:30,charlotte,nc,us,disk,900,1/2 hour,We were under brilliant illumination that was much brighter than the 2:30 pm afternoon clear day sunlight.,12/7/2006,35.2269444,-80.8433333
10/25/1994 00:00,reston,va,us,triangle,40,40 seconds,As I stood there the golf course was getting brighter by the second. About thirty seconds later an extremely large object appeared movi,11/21/2010,38.9686111,-77.3413889
10/24/1995 02:00,hollister,ca,us,NA,60,1 min.,Man calls to relay sighting of &quot;very large white light in sky.&quot;  Obj. developed &quot;tail like comet.&quot;  Other observers.  Called police.,11/2/1999,36.8525,-121.4005556
10/24/1995 02:00,tyrrhenian sea,NA,NA,sphere,30,30sec,blue colour sphere was obsereved from containership&#44dia abt 4mtrs&#44from dist of abt 8mtr.Moved after twds Italian coast.,7/16/2006,40.076986,11.343106
10/24/1996 09:18,springfield,oh,us,triangle,61,1.min 30sec.,It Looked Like A star and then I seen three lights that formed a triangle and i told my brother&#44 and cousion and they seen it to &#44we st,10/2/1999,39.9241667,-83.8088889
10/24/1997 00:00,norfolk,va,us,circle,10,10 seconds,Green&#44 luminous round object that had a dark vertical line (or absense of light)appeared suddenly descended and disappeared.,1/28/1999,36.8466667,-76.2855556
10/24/1997 06:30,blountville,tn,us,circle,180,3 minutes,Brightly lit circular object (circular light pattern) hovering 1 1/2 minutes and suddenly darting away faster than conventional aircraf,1/28/1999,36.5330556,-82.3269444
10/24/1997 15:00,musquodoboit harbour (canada),ns,ca,other,45,45 secs +/-,H shaped craft seen in daylilght hours 9 years ago in Musquodobit Harbour area of Nova Scotia.,2/14/2006,44.783333,-63.15
10/24/1997 18:00,houston,tx,us,triangle,6,5-6  seconds,Witnessed black&#44 metallic UFO pass by airplane window at 28&#44000 feet.  Witnessed by several people in daylight.,1/28/1999,29.7630556,-95.3630556
10/24/1997 20:42,fairfield,ca,us,sphere,2,2 seconds,Round blue-green object seen hurling to earth.  It disappeared before reaching the ground.  It was only visible in the night sky for ap,1/28/1999,38.2494444,-122.0388889
10/24/1997 22:05,santa rosa,ca,us,circle,5,5 seconds,Circular object; leading edge visable and dull white;shape of crecent moon; heading nw to se; twice size of moon; no details other than,1/28/1999,38.4405556,-122.7133333
10/24/1998 17:00,wilmington,nc,us,light,2700,45min,Same as previous description of the other witness.,8/16/2002,34.2255556,-77.945
10/24/1998 17:00,wilmington,nc,us,sphere,1800,30 minutes,Approx 1 hour before dusk&#44 7 chrome-colored spheres appeared in the north/northwest sky. The objects didn&#39t appear to be balloons and w,11/1/1998,34.2255556,-77.945
10/24/1998 20:15,milwaukee,wi,us,light,120,2 minutes,observation of an orange object in the night sky,11/19/1998,43.0388889,-87.9063889
10/24/1998 22:00,tacoma,wa,us,light,900,15 minutes,2 white glowing round object&#39s&#441 made a 45 degree turn&#44the other a 90 degree turn.,6/4/2004,47.2530556,-122.4430556
10/24/1998 23:15,delray beach,fl,us,triangle,300,5min.,My 11 year old son and myself driving north on Military Trial saw bright light in sky.,1/28/1999,26.4611111,-80.0730556
10/24/1999 00:00,oakville (canada),on,ca,circle,4,4 seconds,I WAS SITTING IN MY TV ROOM AT 12:00AM WHEN I SAW TWO NEON GREEN CIRCLESDROPPING AT A RAPID SPEED TO THE LAKE (LAKE ONTARIO)IT WAS AS C,12/2/2000,43.433333,-79.666667
10/24/1999 01:15,mesa,az,us,light,5,5 seconds,looked up to see light appear out of nowhere: as if it saw me&#44 it sped up; shot into NOTHING&#33  It was head WSW&#44 but it disappeared too,11/2/1999,33.4222222,-111.8219444
10/24/1999 06:00,iowa city,ia,us,sphere,180,3 minutes,round white ball beyond treetops straight north moving ENE fluctuating,11/2/1999,41.6611111,-91.53
10/24/1999 11:30,baldwin,wi,us,light,7200,2 hours,I am a former pilot and current skydiving student.  I was near a small private airport in Baldwin WI watching several loads of jumpers,11/2/1999,44.9666667,-92.3741667
10/24/1999 22:00,downers grove,il,us,oval,300,5 minuets,Bizzare shaped object that looked like the planet Saturn appeared out of nowhere&#44 and dissapeared,2/22/2005,41.8088889,-88.0111111
10/24/1999 23:35,gardena (los angeles county),ca,us,chevron,420,7minutes,observing night sky&#44 noticed two large(very large)V shaped objects flying@40&#44000-60&#44000ft. flying W to SE. Both objects were illuminati,11/2/1999,33.8883333,-118.3080556
10/25/1958 20:00,terrebonne,or,us,unknown,120,1-2 minutes,Piercing&#44 shrill tone.,8/5/2012,44.3530556,-121.1766667
10/25/1968 19:00,springfield,ma,us,disk,300,5 minutes,Unexpected siting of a disk shaped object fully illuminated by bright&#44 circling lights around this object,9/29/2004,42.1013889,-72.5902778
10/25/1969 06:00,erie,pa,us,circle,1200,20 minutes,bright circular object along Lake Erie,2/14/2006,42.1291667,-80.0852778
10/25/1972 20:00,wellsville,ny,us,disk,600,10 minutes,Object seen hovering nearby. Very bright lights through ports.,9/6/2002,42.1219444,-77.9483333
10/25/1973 23:30,from sr 41 s. and  miami trace rd. to sr 41s and sr 753. it,oh,NA,fireball,1200,15-20 min.,late in out. 1973 i witnessed a ufo&#44 and to make it short. it like stayed with me. if i sped up. it&#44 if i slowed down it did. this went,11/23/1999,40.417287,-82.907123
10/25/1975 22:25,muscatine (area approx. 7mi south),ia,us,circle,12,10 to 12 sec,A formation of approx. 16 round fire orange guided craft entered the western sky at &quot;10 o&#39clock&quot; attitude. As I was watching the clear,4/2/1999,41.4244444,-91.0430556
10/25/1977 19:30,christmas valley,or,us,formation,300,5 min,Strange incident in 1977,4/22/2003,43.2363889,-120.6358333
10/25/1978 16:00,virginia city,mt,us,other,600,10 minutes,While elk hunting South of town I sighted a huge object which was shiny like mylar or a mirror but seemed metalic. It was shaped like a,1/28/1999,45.2938889,-111.9452778
